;solvent_names;solvent_class;base_names;base_class;temperature;ligand;Pd source;yield;article;reaction_smiles;boronate;bromide;condition_string
7466;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;75.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=CC=C1)C#CC1=CC(Cl)=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC(Cl)=C1;OB(O)C1=C(C=CC=C1)C#CC1=CC(Cl)=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7467;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";COC1=CC(=CC(OC)=C1)C#CC1=C(C=CC=C1)B(O)O.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC(OC)=CC(OC)=C1;COC1=CC(=CC(OC)=C1)C#CC1=C(C=CC=C1)B(O)O;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7468;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;81.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=CC=C1)C#CC1CCCCC1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1CCCCC1;OB(O)C1=C(C=CC=C1)C#CC1CCCCC1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7469;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;82.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=CC=CC=C1C#CC1=CCCCC1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=CC=CC(=N1)C1=C(C=CC=C1)C#CC1=CCCCC1;OB(O)C1=CC=CC=C1C#CC1=CCCCC1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7470;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";CC1=CC(B(O)O)=C(C=C1)C#CC1=CC=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=CC(C)=CC=C1C#CC1=CC=CC=C1;CC1=CC(B(O)O)=C(C=C1)C#CC1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7471;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=CC(F)=C1)C#CC1=CC=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=CC=CC(=N1)C1=C(C=CC(F)=C1)C#CC1=CC=CC=C1;OB(O)C1=C(C=CC(F)=C1)C#CC1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7472;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;83.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=CC(Cl)=C1)C#CC1=CC=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=CC(Cl)=CC=C1C#CC1=CC=CC=C1;OB(O)C1=C(C=CC(Cl)=C1)C#CC1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7473;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;75.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=C(Cl)C=C1)C#CC1=CC=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=CC=C(Cl)C=C1C#CC1=CC=CC=C1;OB(O)C1=C(C=C(Cl)C=C1)C#CC1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7474;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;79.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=C(C=C(F)C(F)=C1)C#CC1=CC=CC=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=CC(F)=C(F)C=C1C#CC1=CC=CC=C1;OB(O)C1=C(C=C(F)C(F)=C1)C#CC1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7475;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;82.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";CC1=CC(B(O)O)=C(C#CC2=CC=CC=C2)C(C)=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=NC(=CC=C1)C1=CC(C)=CC(C)=C1C#CC1=CC=CC=C1;CC1=CC(B(O)O)=C(C#CC2=CC=CC=C2)C(C)=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7476;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";COC1=CC(B(O)O)=C(C#CC2=CC=CC=C2)C(OC)=C1.COC1=CC=C(C=C1)C1=CC=CC(Br)=N1>>COC1=CC=C(C=C1)C1=CC=CC(=N1)C1=C(C#CC2=CC=CC=C2)C(OC)=CC(OC)=C1;COC1=CC(B(O)O)=C(C#CC2=CC=CC=C2)C(OC)=C1;COC1=CC=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7477;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;84.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1.COC1=C(C=C(C=C1)C1=NC(Br)=CC=C1)C(C)C>>COC1=C(C=C(C=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC=C1)C(C)C;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;COC1=C(C=C(C=C1)C1=NC(Br)=CC=C1)C(C)C;DMF:water,,Na2CO3,,PPh3
7478;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;78.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";COC1=C(OC)C=C(C=C1)C1=CC=CC(Br)=N1.OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1>>COC1=C(OC)C=C(C=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;COC1=C(OC)C=C(C=C1)C1=CC=CC(Br)=N1;DMF:water,,Na2CO3,,PPh3
7479;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;76.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1.COC1=C(C)C=C(C=C1C)C1=NC(Br)=CC=C1>>COC1=C(C)C=C(C=C1C)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;COC1=C(C)C=C(C=C1C)C1=NC(Br)=CC=C1;DMF:water,,Na2CO3,,PPh3
7480;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;78.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";BrC1=NC(=CC=C1)C1=CC=CC=C1.OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1>>C1=CC=C(C=C1)C#CC1=C(C=CC=C1)C1=CC=CC(=N1)C1=CC=CC=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;BrC1=NC(=CC=C1)C1=CC=CC=C1;DMF:water,,Na2CO3,,PPh3
7481;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;78.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";BrC1=CC=CC(=N1)C1=CC=C2C=CC=CC2=C1.OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1>>C1=CC=C(C=C1)C#CC1=C(C=CC=C1)C1=CC=CC(=N1)C1=CC2=CC=CC=C2C=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;BrC1=CC=CC(=N1)C1=CC=C2C=CC=CC2=C1;DMF:water,,Na2CO3,,PPh3
7482;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;82.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1.COC1=CC=C2C=C(C=CC2=C1)C1=NC(Br)=CC=C1>>COC1=CC=C2C=C(C=CC2=C1)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;COC1=CC=C2C=C(C=CC2=C1)C1=NC(Br)=CC=C1;DMF:water,,Na2CO3,,PPh3
7483;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;79.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";BrC1=NC(=CC=C1)C1=CC=CC2=C1C=CC=C2.OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1>>C1=CC=C(C=C1)C#CC1=C(C=CC=C1)C1=CC=CC(=N1)C1=CC=CC2=CC=CC=C12;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;BrC1=NC(=CC=C1)C1=CC=CC2=C1C=CC=C2;DMF:water,,Na2CO3,,PPh3
7484;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;84.0;"Article; Mule, Ravindra D.; Shaikh, Aslam C.; Gade, Amol B.; Patil, Nitin T.; Chemical Communications; vol. 54; 84; (2018); p. 11909 - 11912;";BrC1=CC=CC(=N1)C1=CC2=CC=CC=C2S1.OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1>>S1C(=CC2=CC=CC=C12)C1=NC(=CC=C1)C1=C(C=CC=C1)C#CC1=CC=CC=C1;OB(O)C1=CC=CC=C1C#CC1=CC=CC=C1;BrC1=CC=CC(=N1)C1=CC2=CC=CC=C2S1;DMF:water,,Na2CO3,,PPh3
7609;toluene,,water;polarAromatic;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;55.0;"Article; Drizin, Irene; Gregg, Robert J.; Scanio, Marc J.C.; Shi, Lei; Gross, Michael F.; Atkinson, Robert N.; Thomas, James B.; Johnson, Matthew S.; Carroll, William A.; Marron, Brian E.; Chapman, Mark L.; Liu, Dong; Krambis, Michael J.; Shieh, Char-Chang; Zhang, XuFeng; Hernandez, Gricelda; Gauvin, Donna M.; Mikusa, Joseph P.; Zhu, Chang Z.; Joshi, Shailen; Honore, Prisca; Marsh, Kennan C.; Roeloffs, Rosemarie; Werness, Stephen; Krafte, Douglas S.; Jarvis, Michael F.; Faltynek, Connie R.; Kort, Michael E.; Bioorganic and Medicinal Chemistry; vol. 16; 12; (2008); p. 6379 - 6386;";BrC1=CC=C(O1)C(=O)N1CCN(CC1)C1CCCCC1.CC(C)(C)C1=CC=C(C=C1)B(O)O>>CC(C)(C)C1=CC=C(C=C1)C1=CC=C(O1)C(=O)N1CCN(CC1)C1CCCCC1;CC(C)(C)C1=CC=C(C=C1)B(O)O;BrC1=CC=C(O1)C(=O)N1CCN(CC1)C1CCCCC1;Toluene:water,,Na2CO3,,PPh3
7612;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;100.0;"Article; Laha, Joydev K.; Cuny, Gregory D.; Synthesis; 24; (2008); p. 4002 - 4006;";BrC1=CC=CN2N=NN=C12.OB(O)C1=CC=CC=C1>>C1=CC=C(C=C1)C1=CC=CN2N=NN=C12;OB(O)C1=CC=CC=C1;BrC1=CC=CN2N=NN=C12;DMF:water,,Na2CO3,,PPh3
7620;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;67.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";OB(O)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1.BrC1=NC=CS1>>C(OC1=CC=C(C=C1OCC1=CC=CC=C1)C1=NC=CS1)C1=CC=CC=C1;OB(O)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1;BrC1=NC=CS1;DMF:water,,Na2CO3,,PPh3
7621;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;68.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";OB(O)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1.ClC1=CC(Br)=C(Cl)S1>>ClC1=CC(=C(Cl)S1)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1;OB(O)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1;ClC1=CC(Br)=C(Cl)S1;DMF:water,,Na2CO3,,PPh3
7622;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;70.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";ClC1=CC=C(Br)S1.COC1=C(OC)C=C(C=C1)B(O)O>>COC1=C(OC)C=C(C=C1)C1=CC=C(Cl)S1;COC1=C(OC)C=C(C=C1)B(O)O;ClC1=CC=C(Br)S1;DMF:water,,Na2CO3,,PPh3
7623;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;67.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";BrC1=CC=C(S1)C#N.COC1=C(OC)C=C(C=C1)B(O)O>>COC1=C(OC)C=C(C=C1)C1=CC=C(S1)C#N;COC1=C(OC)C=C(C=C1)B(O)O;BrC1=CC=C(S1)C#N;DMF:water,,Na2CO3,,PPh3
7624;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;70.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";CCCC1=C(Br)SC=C1.COC1=C(OC)C=C(C=C1)B(O)O>>CCCC1=C(SC=C1)C1=CC(OC)=C(OC)C=C1;COC1=C(OC)C=C(C=C1)B(O)O;CCCC1=C(Br)SC=C1;DMF:water,,Na2CO3,,PPh3
7625;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;72.0;"Article; Wang, Wen-Long; Chai, Sergio C.; Huang, Min; He, Hong-Zhen; Hurley, Thomas D.; Ye, Qi-Zhuang; Journal of Medicinal Chemistry; vol. 51; 19; (2008); p. 6110 - 6120;";COC1=C(OC)C=C(C=C1)B(O)O.CCCCC1=C(Br)SC=C1>>CCCCC1=C(SC=C1)C1=CC(OC)=C(OC)C=C1;COC1=C(OC)C=C(C=C1)B(O)O;CCCCC1=C(Br)SC=C1;DMF:water,,Na2CO3,,PPh3
7626;toluene,,water;polarAromatic;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;72.0;"Article; Bey, Emmanuel; Marchais-Oberwinkler, Sandrine; Werth, Ruth; Negri, Matthias; Al-Soud, Yaseen A.; Kruchten, Patricia; Oster, Alexander; Frotscher, Martin; Birk, Barbara; Hartmann, Rolf W.; Journal of Medicinal Chemistry; vol. 51; 21; (2008); p. 6725 - 6739;";BrC1=CC(Br)=CS1.COC1=CC=CC(=C1)B(O)O>>COC1=CC=CC(=C1)C1=CC(Br)=CS1;COC1=CC=CC(=C1)B(O)O;BrC1=CC(Br)=CS1;Toluene:water,,Na2CO3,,PPh3
7639;toluene,,water;polarAromatic;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;72.0;"Article; Bey, Emmanuel; Marchais-Oberwinkler, Sandrine; Negri, Matthias; Kruchten, Patricia; Oster, Alexander; Klein, Tobias; Spadaro, Alessandro; Werth, Ruth; Frotscher, Martin; Birk, Barbara; Hartmann, Rolf W.; Journal of Medicinal Chemistry; vol. 52; 21; (2009); p. 6724 - 6743;";COC1=CC=CC(=C1)C1=C(Br)C=C(Br)S1.COC1=CC=CC(=C1)B(O)O>>COC1=CC=CC(=C1)C1=CC(Br)=C(S1)C1=CC(OC)=CC=C1;COC1=CC=CC(=C1)B(O)O;COC1=CC=CC(=C1)C1=C(Br)C=C(Br)S1;Toluene:water,,Na2CO3,,PPh3
7640;toluene,,water;polarAromatic;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;72.0;"Article; Bey, Emmanuel; Marchais-Oberwinkler, Sandrine; Negri, Matthias; Kruchten, Patricia; Oster, Alexander; Klein, Tobias; Spadaro, Alessandro; Werth, Ruth; Frotscher, Martin; Birk, Barbara; Hartmann, Rolf W.; Journal of Medicinal Chemistry; vol. 52; 21; (2009); p. 6724 - 6743;";COC1=CC=C(C=C1)C1=CC(Br)=C(S1)C1=CC(OC)=CC=C1.COC1=CC=CC(=C1)B(O)O>>COC1=CC=C(C=C1)C1=CC(=C(S1)C1=CC(OC)=CC=C1)C1=CC=CC(OC)=C1;COC1=CC=CC(=C1)B(O)O;COC1=CC=C(C=C1)C1=CC(Br)=C(S1)C1=CC(OC)=CC=C1;Toluene:water,,Na2CO3,,PPh3
7646;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;69.0;"Article; Ontoria, Jesus M.; Altamura, Sergio; Di Marco, Annalise; Ferrigno, Federica; Laufer, Ralph; Muraglia, Ester; Palumbi, Maria Cecilia; Rowley, Michael; Scarpelli, Rita; Schultz-Fademrecht, Carsten; Serafini, Sergio; Steinkuehler, Christian; Jones, Philip; Journal of Medicinal Chemistry; vol. 52; 21; (2009); p. 6782 - 6789;";FC(F)(F)C(=O)C1=CC=C(Br)S1.OB(O)C1=CC=C2OCCOC2=C1>>FC(F)(F)C(=O)C1=CC=C(S1)C1=CC2=C(OCCO2)C=C1;OB(O)C1=CC=C2OCCOC2=C1;FC(F)(F)C(=O)C1=CC=C(Br)S1;DMF:water,,Na2CO3,,PPh3
7652;toluene,,water;polarAromatic;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;50.0;"Article; Moss, Kathryn C.; Bourdakos, Konstantinos N.; Bhalla, Vandana; Kamtekar, Kiran T.; Bryce, Martin R.; Fox, Mark A.; Vaughan, Helen L.; Dias, Fernando B.; Monkman, Andrew P.; Journal of Organic Chemistry; vol. 75; 20; (2010); p. 6771 - 6781;";FC1=CC2=C(C=C1Br)S(=O)(=O)C1=C2C=C(F)C(Br)=C1.CCCCCCC1(CCCCCC)C2=C(C=CC=C2)C2=C1C=C(C=C2)B(O)O>>CCCCCCC1(CCCCCC)C2=CC(=CC=C2C2=C1C=CC=C2)C1=CC2=C(C=C1F)C1=C(C=C(C(F)=C1)C1=CC3=C(C=C1)C1=C(C=CC=C1)C3(CCCCCC)CCCCCC)S2(=O)=O;CCCCCCC1(CCCCCC)C2=C(C=CC=C2)C2=C1C=C(C=C2)B(O)O;CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3cc4c(cc3F)-c3cc(F)c(Br)cc3S4(=O)=O)cc21;Toluene:water,,Na2CO3,,PPh3
7662;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;70.0;"Article; Song, Qingxiang; Nonnenmacher, Dorothee; Giesselmann, Frank; Lemieux, Robert P.; Chemical Communications; vol. 47; 16; (2011); p. 4781 - 4783;";COCOC1=CC=C(C=C1)B(O)O.ClC1=NN=C(I)C=C1>>COCOC1=CC=C(C=C1)C1=CC=C(Cl)N=N1;COCOC1=CC=C(C=C1)B(O)O;ClC1=NN=C(I)C=C1;1,4-dioxane:water,,K3PO4,,Pcy3
7712;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;100;PPh3;Pd[P(Ph)3]4;73.0;"Article; Dong, Kui-Yong; Qin, Hai-Tao; Bao, Xing-Xing; Liu, Feng; Zhu, Chen; Organic Letters; vol. 16; 20; (2014); p. 5266 - 5268;";NS(=O)(=O)C1=CC=C(C=C1)B(O)O.CC1=C(Br)C(=NO1)C1=CC=CC=C1>>CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O;NS(=O)(=O)C1=CC=C(C=C1)B(O)O;CC1=C(Br)C(=NO1)C1=CC=CC=C1;DMF:water,,K3PO4,,PPh3
7720;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]2Cl2;21.0;"Article; Wuebbolt, Simon; Oestreich, Martin; Angewandte Chemie - International Edition; vol. 54; 52; (2015); p. 15876 - 15879; Angew. Chem.; vol. 127; 52; (2015); p. 16103 - 16106,4;";BrC1=NC=CC=C1.CN(C)C1=CC=C(C=C1)B(O)O>>CN(C)C1=CC=C(C=C1)C1=NC=CC=C1;CN(C)C1=CC=C(C=C1)B(O)O;BrC1=NC=CC=C1;1,4-dioxane:water,,Na2CO3,,PPh3
7721;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;67.0;"Article; Maddox, Sean M.; Nalbandian, Christopher J.; Smith, Davis E.; Gustafson, Jeffrey L.; Organic Letters; vol. 17; 4; (2015); p. 1042 - 1045;";CN1C=C(I)C2=C1N=CN=C2Cl.OB(O)C1=C(C=CC=C1)C(F)(F)F>>CN1C=C(C2=C(Cl)N=CN=C12)C1=C(C=CC=C1)C(F)(F)F;OB(O)C1=C(C=CC=C1)C(F)(F)F;CN1C=C(I)C2=C1N=CN=C2Cl;1,4-dioxane:water,,Na2CO3,,PPh3
7734;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;140;PPh3;Pd[P(Ph)3]4;78.0;"Article; Srour, Hassan; Doan, Thu-Hong; Silva, Elisabeth Da; Whitby, Richard J.; Witulski, Bernhard; Journal of Materials Chemistry C; vol. 4; 26; (2016); p. 6270 - 6279;";CCCCCCN1C2=C(C=C(C(Br)=C2)N(=O)=O)C2=C1C=C(Br)C(=C2)N(=O)=O.COC1=CC(OC)=C(C=C1)B(O)O>>CCCCCCN1C2=C(C=C(C(=C2)C2=C(OC)C=C(OC)C=C2)N(=O)=O)C2=C1C=C(C(=C2)N(=O)=O)C1=C(OC)C=C(OC)C=C1;COC1=CC(OC)=C(C=C1)B(O)O;CCCCCCn1c2cc(Br)c([N+](=O)[O-])cc2c2cc([N+](=O)[O-])c(-c3ccc(OC)cc3OC)cc21;DMF:water,,Na2CO3,,PPh3
7735;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;140;PPh3;Pd[P(Ph)3]4;83.0;"Article; Srour, Hassan; Doan, Thu-Hong; Silva, Elisabeth Da; Whitby, Richard J.; Witulski, Bernhard; Journal of Materials Chemistry C; vol. 4; 26; (2016); p. 6270 - 6279;";CCCCCCN1C2=C(C=C(C(Br)=C2)N(=O)=O)C2=C1C=C(Br)C(=C2)N(=O)=O.OB(O)C1=CC=CC=C1>>CCCCCCN1C2=C(C=C(C(=C2)C2=CC=CC=C2)N(=O)=O)C2=C1C=C(C1=CC=CC=C1)C(=C2)N(=O)=O;OB(O)C1=CC=CC=C1;CCCCCCn1c2cc(Br)c([N+](=O)[O-])cc2c2cc([N+](=O)[O-])c(-c3ccccc3)cc21;DMF:water,,Na2CO3,,PPh3
